Gender,EmployeeID,MonthlyIncome,PerformanceRating,PercentSalaryHike,JobLevel,Education,JobInvolvement,StockOptionLevel,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JR_HealthRep,JR_HHRR,JR_LabTec,JR_Man,JR_MftDir,JR_ResDir,JR_ResSci,JR_SaleExc,JR_SaleRep,MaritalStatus,DistanceFromHome,TotalWorkingYears,Age,NumCompaniesWorked,Dept_HHRR,Dept_R&Dev,Dept_Sales,Ed_HHRR,Ed_LifeSci,Ed_Mktg,Ed_Med,Ed_Tech,Ed_Other,BusinessTravel,Attrition
0,158,137440,4,20,2,3,3,1,2,4.0,3.0,2.0,3,1,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,2,1
1,159,49070,3,11,2,3,3,1,1,4.0,4.0,3.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0
1,160,34820,3,18,1,4,2,1,20,3.0,3.0,3.0,2,1,12,0,0,0,0,0,0,0,1,0,1,5,2,2,0,0,0,1,0,0,1,0,0,0,1,0
1,161,24360,4,24,4,2,4,0,3,1.0,4.0,1.0,2,0,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,162,23800,3,18,2,3,2,3,5,3.0,4.0,1.0,2,1,4,0,0,0,0,0,0,0,1,0,1,3,0,1,2,0,1,0,0,0,0,1,0,0,0,0
1,163,194310,3,11,3,3,3,0,10,2.0,3.0,3.0,3,0,7,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,164,17900,3,16,3,4,2,1,2,3.0,2.0,4.0,4,1,1,0,0,0,0,0,0,1,0,0,1,3,0,1,2,0,1,0,0,1,0,0,0,0,1,1
0,165,76440,3,15,1,3,3,2,1,1.0,4.0,4.0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
1,166,51310,3,15,3,4,3,1,9,3.0,1.0,3.0,2,7,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,167,63060,3,12,4,2,3,1,1,1.0,4.0,2.0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,1,0,1,0,0,1,0,0,0,0,1,0
1,168,47870,3,12,3,4,3,0,27,2.0,3.0,3.0,3,15,7,0,0,0,1,0,0,0,0,0,1,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0
0,169,188800,4,22,3,2,3,1,11,3.0,4.0,2.0,3,6,7,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1,170,23390,4,20,4,3,3,0,18,3.0,1.0,4.0,4,13,11,0,0,1,0,0,0,0,0,0,1,3,2,3,2,0,1,0,0,1,0,0,0,0,2,0
0,171,135700,3,16,5,3,2,2,5,1.0,4.0,3.0,2,0,4,0,0,0,0,1,0,0,0,0,3,0,2,2,2,0,1,0,0,0,0,0,1,0,1,0
0,172,67120,4,21,1,1,2,1,3,1.0,3.0,1.0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,3,0,0,1,0,0,0,0,1,0,1,0
1,173,54060,3,12,2,2,3,1,5,4.0,3.0,3.0,2,4,3,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,174,89380,3,11,2,4,3,3,1,3.0,3.0,3.0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,3,0,1,0,0,0,0,1,0,0,1,0
0,175,24390,3,11,1,2,4,2,7,4.0,3.0,3.0,2,5,7,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
0,176,88370,3,18,1,3,2,0,3,3.0,4.0,3.0,3,1,2,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0
0,177,53430,3,14,2,3,3,1,13,3.0,2.0,4.0,3,0,8,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1,178,67280,4,22,4,3,2,0,7,2.0,3.0,4.0,2,7,7,0,0,0,0,0,1,0,0,0,1,2,1,1,3,0,1,0,0,1,0,0,0,0,1,1
0,179,66520,4,25,2,4,3,0,4,1.0,4.0,3.0,5,1,3,0,0,0,0,0,1,0,0,0,3,1,0,1,3,0,0,1,0,0,1,0,0,0,1,1
0,180,48500,3,12,1,3,3,1,3,4.0,2.0,3.0,4,1,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,181,28090,4,23,2,2,1,1,8,4.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,1,0,0,0,0,1,0,0,1,0
1,182,56890,3,15,2,2,2,2,1,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,0,0,0,0,1,0,0,2,1
0,183,20010,4,22,1,1,4,1,3,2.0,1.0,3.0,5,0,2,0,0,0,0,0,1,0,0,0,3,3,1,1,4,0,0,1,0,0,1,0,0,0,2,1
1,184,29770,3,15,1,4,2,3,2,2.0,3.0,3.0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,2,0
0,185,40250,3,11,1,4,3,0,10,2.0,4.0,2.0,3,9,7,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,186,37850,3,13,2,3,3,2,2,3.0,3.0,3.0,2,1,2,0,0,1,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,0,0,1,0,0,2,1
0,187,108540,3,14,1,3,3,1,9,2.0,4.0,3.0,6,6,7,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0
1,188,120310,3,11,1,3,3,0,10,1.0,2.0,3.0,5,7,7,0,0,0,0,0,0,0,1,0,2,0,3,3,1,0,1,0,0,0,0,1,0,0,1,0
1,189,99360,3,17,2,2,2,1,14,4.0,4.0,3.0,2,1,10,0,0,0,0,0,0,1,0,0,2,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0
1,190,29660,3,18,1,3,2,0,11,2.0,3.0,3.0,2,6,9,0,0,0,0,0,0,0,0,1,1,4,1,1,4,0,1,0,0,0,0,1,0,0,1,0
1,191,25710,3,14,2,3,3,0,20,2.0,3.0,3.0,1,5,13,0,0,1,0,0,0,0,0,0,2,3,2,2,3,0,1,0,0,1,0,0,0,0,1,0
0,192,99910,3,16,1,1,3,1,8,3.0,3.0,3.0,3,0,7,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,0,0,0,0,1,0,0,2,0
0,193,61420,3,13,3,4,2,2,6,2.0,4.0,4.0,2,0,5,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,1,0,0,1,0,0,0,0,1,0
0,194,53900,3,14,3,3,3,0,10,4.0,1.0,2.0,3,5,8,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0
1,195,44040,4,23,4,1,3,0,8,4.0,2.0,4.0,2,3,7,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0
0,197,51300,3,11,1,3,2,0,3,4.0,4.0,4.0,3,1,2,0,0,0,0,0,0,1,0,0,3,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0
1,198,20900,3,16,1,3,3,0,6,1.0,3.0,3.0,2,0,5,0,0,1,0,0,0,0,0,0,3,3,1,1,2,0,1,0,0,0,0,1,0,0,1,0
1,199,29090,3,14,1,4,3,2,5,3.0,4.0,2.0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,1,1,4,0,1,0,0,1,0,0,0,0,1,0
0,200,34680,3,18,1,3,4,2,0,2.0,2.0,3.0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
1,201,30680,3,19,2,4,2,0,1,3.0,1.0,3.0,3,0,1,0,0,1,0,0,0,0,0,0,3,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0
0,202,26700,3,15,2,3,2,2,8,1.0,3.0,3.0,2,0,7,0,0,0,0,1,0,0,0,0,2,4,1,2,1,0,1,0,0,1,0,0,0,0,0,0
0,203,26930,3,17,3,4,2,3,0,1.0,3.0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0
0,204,95260,3,15,2,4,2,0,5,1.0,3.0,3.0,2,0,3,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,205,52370,3,19,1,3,2,1,10,4.0,4.0,3.0,3,5,7,0,0,1,0,0,0,0,0,0,2,5,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,206,24260,4,22,2,3,1,0,1,3.0,4.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
0,207,41930,3,16,1,1,3,1,6,2.0,4.0,4.0,5,1,2,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,1,0,0,1,0,0,0,0,1,0
0,208,29110,3,13,5,1,3,0,2,1.0,3.0,2.0,3,1,2,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,1,0,0,2,0
0,209,26610,3,14,1,1,3,1,18,2.0,1.0,3.0,2,11,8,0,0,0,0,0,1,0,0,0,1,4,2,2,3,0,1,0,0,1,0,0,0,0,1,0
0,210,20280,3,16,1,2,3,1,9,1.0,2.0,3.0,3,7,7,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,212,32980,4,22,2,2,2,0,4,4.0,3.0,3.0,4,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,4,0,1,0,0,1,0,0,0,0,0,1
1,213,29350,3,14,1,3,2,2,2,4.0,4.0,3.0,5,2,1,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,1,0,0,0,0,2,0
1,214,154270,3,16,1,3,3,1,1,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,1,0
1,215,39440,3,11,5,4,3,2,6,2.0,2.0,2.0,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0
0,216,40110,3,18,1,1,1,2,31,4.0,3.0,3.0,2,0,9,0,0,0,0,0,0,0,1,0,3,4,3,2,0,0,0,1,0,1,0,0,0,0,1,0
1,217,34070,3,15,1,3,2,2,6,2.0,4.0,3.0,2,1,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,218,119940,3,14,4,4,3,1,5,1.0,2.0,4.0,6,1,4,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,219,12320,3,12,1,3,1,0,1,4.0,2.0,3.0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,220,29600,3,14,1,2,3,3,32,1.0,2.0,3.0,2,10,7,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,1,0,0,1,0,0,0,2,0
0,221,190940,3,16,1,3,2,0,7,2.0,3.0,3.0,3,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,222,39190,4,21,2,3,3,0,6,1.0,3.0,3.0,3,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1
0,223,68250,3,14,2,3,3,0,1,2.0,1.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1
0,224,102480,3,12,4,2,3,1,6,2.0,4.0,3.0,4,1,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,225,189470,3,12,1,1,2,2,3,2.0,1.0,1.0,2,1,2,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
1,226,24960,3,17,5,3,3,3,3,1.0,4.0,3.0,3,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0
1,227,64650,3,17,2,3,3,0,7,1.0,4.0,4.0,3,5,7,0,0,0,0,0,0,0,1,0,3,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0
0,228,22060,3,14,1,4,3,1,5,1.0,3.0,2.0,4,0,3,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,229,20860,3,14,2,4,3,0,3,4.0,3.0,2.0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,1,0,0,0,1,0
1,230,22930,3,13,1,4,1,2,1,4.0,2.0,4.0,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,231,26450,3,15,2,4,3,0,10,3.0,4.0,3.0,5,2,2,0,0,0,0,1,0,0,0,0,1,5,1,2,0,0,1,0,0,1,0,0,0,0,1,0
1,232,26830,3,11,2,5,3,0,1,2.0,4.0,2.0,3,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,2,0,1,0,0,0,0,0,1,0,1,0
0,233,20140,3,17,1,4,4,1,0,3.0,1.0,2.0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0
1,234,34190,3,11,2,3,3,1,8,4.0,3.0,3.0,5,4,7,1,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,1,0,0,0,1,0,0,2,0
0,235,53760,3,13,2,1,4,1,3,4.0,1.0,1.0,3,0,2,0,0,1,0,0,0,0,0,0,1,1,2,2,3,0,1,0,0,0,0,1,0,0,1,0
0,236,19510,4,22,2,4,4,3,2,1.0,3.0,4.0,4,0,2,0,0,0,0,0,0,0,1,0,2,5,1,2,2,0,0,1,0,0,1,0,0,0,1,0
1,237,23410,4,20,1,4,2,2,8,3.0,3.0,3.0,3,0,6,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,238,22930,3,18,2,3,3,0,4,3.0,1.0,3.0,0,0,2,0,0,0,0,0,0,1,0,0,3,5,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,239,87260,3,11,3,2,1,1,3,3.0,3.0,3.0,2,1,2,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,240,40110,3,14,1,2,3,1,2,4.0,4.0,4.0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,1,0,0,0,0,1,0
1,241,195450,3,14,2,2,2,0,2,1.0,3.0,3.0,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,242,45680,3,18,2,4,3,1,5,3.0,3.0,3.0,2,1,2,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,243,30220,3,16,1,1,3,1,6,1.0,4.0,2.0,3,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,244,57720,3,17,3,5,3,0,1,3.0,3.0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0
1,245,22690,3,11,3,3,2,1,14,4.0,1.0,4.0,2,8,10,0,0,0,1,0,0,0,0,0,2,4,1,2,3,0,1,0,0,0,0,0,0,1,1,0
0,246,53810,3,12,1,5,3,0,10,2.0,4.0,2.0,0,8,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,247,34410,3,13,3,4,3,1,1,1.0,1.0,3.0,5,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,1,0,1,0,0,1,0,0,0,0,2,1
0,248,54540,3,13,1,2,4,1,3,3.0,4.0,3.0,5,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,249,98840,3,14,1,3,2,0,10,3.0,3.0,3.0,3,7,8,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,250,41570,3,17,1,3,3,3,6,2.0,3.0,2.0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,251,134580,3,11,4,5,3,0,17,2.0,4.0,3.0,3,11,8,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,252,90690,4,25,2,3,3,1,13,3.0,4.0,1.0,3,4,7,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0,1,0,2,0
1,253,40140,3,19,2,2,2,1,9,3.0,2.0,4.0,4,7,1,0,0,0,0,0,0,0,1,0,1,1,1,3,1,0,1,0,0,1,0,0,0,0,1,0
0,254,59150,3,13,2,3,2,1,3,2.0,2.0,3.0,3,0,2,0,0,0,0,0,0,1,0,0,3,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
0,255,59930,3,14,5,3,1,1,4,1.0,4.0,3.0,3,1,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,256,61620,3,12,5,3,2,3,1,4.0,3.0,3.0,2,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,257,24060,3,11,1,4,3,0,10,1.0,1.0,3.0,3,9,7,0,0,1,0,0,0,0,0,0,2,3,1,1,0,0,1,0,0,0,0,1,0,0,2,1
0,258,187400,3,19,1,1,4,1,1,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,259,76370,3,11,1,3,3,1,3,1.0,1.0,4.0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
0,260,100960,3,11,2,3,3,1,3,4.0,2.0,3.0,3,1,2,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,261,147560,4,20,5,3,2,1,7,4.0,4.0,3.0,3,0,5,0,0,0,0,0,0,1,0,0,2,3,0,2,0,0,1,0,0,1,0,0,0,0,1,0
0,262,64990,3,18,4,4,2,3,10,2.0,4.0,3.0,3,2,8,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0
0,263,97240,3,13,1,3,4,0,2,2.0,2.0,3.0,2,2,2,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,1,0,0,0,0,0,1,0,1,0
0,264,21940,3,12,5,3,3,0,6,4.0,4.0,3.0,5,0,4,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
0,265,33880,3,11,3,3,4,0,1,4.0,4.0,3.0,2,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0
0,266,54730,3,19,1,3,4,1,20,4.0,3.0,3.0,2,3,8,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0
0,267,27030,4,21,1,1,3,1,8,4.0,2.0,4.0,2,7,7,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,268,25010,3,12,1,2,1,0,2,1.0,3.0,3.0,3,2,0,1,0,0,0,0,0,0,0,0,2,3,0,1,4,0,1,0,0,1,0,0,0,0,1,1
1,269,62200,3,14,1,5,3,2,20,4.0,3.0,3.0,2,11,10,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,1,0,0,0,0,1,0,0,1,0
0,270,30380,3,11,5,3,1,0,10,4.0,4.0,2.0,5,0,8,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,271,44240,3,14,4,2,2,1,4,2.0,3.0,3.0,2,1,3,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,0,0,2,1
0,272,43120,3,12,1,4,2,1,9,2.0,4.0,2.0,2,1,8,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0
0,273,132450,4,23,5,3,2,1,9,3.0,1.0,3.0,3,0,7,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,275,50210,3,17,5,3,3,0,7,4.0,1.0,3.0,3,1,7,0,0,0,0,0,0,0,1,0,2,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0
1,276,51260,3,18,3,4,3,0,18,4.0,1.0,3.0,2,1,12,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,1,0,0,2,0
0,277,28590,3,18,2,1,3,1,5,3.0,3.0,3.0,2,1,3,0,0,1,0,0,0,0,0,0,1,1,3,2,1,0,1,0,0,1,0,0,0,0,1,0
0,278,102390,4,24,1,3,3,3,21,2.0,4.0,2.0,3,12,6,0,0,0,0,0,0,0,1,0,3,1,2,2,1,0,0,1,0,0,0,1,0,0,1,0
1,279,53290,4,20,5,2,4,0,2,1.0,1.0,3.0,3,2,2,0,0,1,0,0,0,0,0,0,2,1,1,3,4,0,1,0,0,1,0,0,0,0,1,0
0,280,43250,3,14,2,1,2,0,9,4.0,1.0,2.0,2,1,7,0,0,0,0,1,0,0,0,0,3,5,0,1,0,0,1,0,0,1,0,0,0,0,2,0
0,281,72600,3,16,1,3,3,0,22,4.0,3.0,3.0,2,2,10,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0
0,282,23220,4,25,2,3,4,1,2,4.0,2.0,3.0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,0,2,3,0,0,1,0,1,0,0,0,0,1,0
0,283,20750,3,18,3,4,2,3,7,1.0,2.0,3.0,0,3,7,0,0,0,0,0,0,1,0,0,2,0,1,1,3,0,0,1,0,1,0,0,0,0,1,1
1,284,41520,3,19,2,4,3,1,8,1.0,1.0,3.0,3,0,5,0,0,0,0,0,0,1,0,0,1,2,1,1,4,0,1,0,0,0,0,0,1,0,0,0
1,285,96190,3,13,3,3,3,1,1,3.0,3.0,4.0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,2,0,1,0,0,0,0,1,0,0,1,0
0,286,135030,3,12,1,2,2,0,5,1.0,3.0,3.0,6,1,4,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0
0,287,54410,4,22,1,3,2,1,22,4.0,3.0,2.0,6,11,13,0,0,0,0,0,0,1,0,0,3,5,2,2,4,0,1,0,0,1,0,0,0,0,2,0
0,288,52090,3,14,2,3,3,1,8,3.0,4.0,2.0,3,7,7,0,0,0,0,0,0,0,1,0,3,1,1,1,3,0,1,0,0,1,0,0,0,0,1,0
1,289,106730,3,13,1,2,3,3,1,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,290,50100,4,21,1,1,3,3,2,3.0,3.0,3.0,3,2,2,0,0,0,0,0,0,0,1,0,3,2,0,2,3,0,1,0,0,1,0,0,0,0,2,1
0,291,135490,3,11,1,1,3,2,2,4.0,4.0,3.0,3,2,2,0,0,1,0,0,0,0,0,0,1,5,0,2,1,0,1,0,0,1,0,0,0,0,2,0
0,292,49990,3,12,2,5,4,2,5,2.0,3.0,3.0,2,4,3,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0
0,293,42210,3,11,5,3,3,1,4,2.0,1.0,4.0,4,0,2,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,294,138720,3,12,4,4,2,3,8,3.0,2.0,1.0,3,3,6,1,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,1,0,0,1,0,0,0,1,0
0,295,20420,3,12,1,4,3,0,10,3.0,4.0,2.0,6,1,1,0,0,0,1,0,0,0,0,0,1,0,3,3,3,0,1,0,0,0,0,1,0,0,1,0
0,296,20730,3,14,2,3,3,0,4,4.0,4.0,2.0,3,2,3,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0
1,297,29560,3,13,1,3,3,0,7,4.0,1.0,1.0,6,0,7,0,0,1,0,0,0,0,0,0,2,2,0,1,4,0,1,0,0,1,0,0,0,0,1,0
1,298,29260,3,15,2,3,2,1,2,4.0,2.0,3.0,3,2,2,0,0,0,1,0,0,0,0,0,3,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,299,48090,3,18,3,3,3,0,2,4.0,4.0,3.0,2,2,2,0,0,1,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,1,0,0,0,0,1,0
0,300,51630,3,18,1,1,3,2,1,4.0,1.0,4.0,4,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
0,302,181720,3,12,4,3,3,2,1,4.0,3.0,1.0,5,0,1,0,0,1,0,0,0,0,0,0,1,2,0,2,3,0,0,1,0,0,0,1,0,0,1,0
1,303,57440,3,19,3,3,2,1,0,2.0,1.0,3.0,4,0,0,0,0,1,0,0,0,0,0,0,3,4,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,304,28890,3,11,3,5,3,1,34,3.0,1.0,4.0,2,1,16,0,0,0,1,0,0,0,0,0,1,4,3,2,0,0,0,1,0,0,0,0,1,0,1,0
0,305,28710,3,17,3,2,3,3,10,4.0,4.0,2.0,2,7,8,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
0,306,74840,3,15,2,3,3,0,6,3.0,4.0,2.0,3,1,4,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,307,60740,3,14,3,3,3,0,8,2.0,3.0,3.0,2,3,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0
1,308,173280,3,17,2,1,1,1,2,1.0,3.0,3.0,2,0,2,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,310,45050,3,12,1,3,3,0,6,4.0,4.0,3.0,3,1,4,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,311,74280,3,12,4,3,3,0,5,4.0,1.0,3.0,2,1,4,0,0,1,0,0,0,0,0,0,1,1,2,3,2,1,0,0,1,0,0,0,0,0,1,1
0,312,116310,3,18,5,2,1,1,10,1.0,1.0,3.0,2,0,9,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,313,97380,3,18,5,4,3,2,4,4.0,4.0,3.0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
0,315,169590,3,14,3,2,3,3,8,2.0,3.0,2.0,5,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,2,0,1,0,0,0,0,1,0,0,1,0
0,316,26130,3,19,2,2,3,1,4,4.0,1.0,2.0,2,1,2,0,0,1,0,0,0,0,0,0,2,3,0,1,3,0,1,0,0,1,0,0,0,0,1,1
