ID,Active,Gender,Age,Marital ST,Income,Salary Hike,Years in Co.,Job Role,Job Level,Department,Performance,Env. Satisf,Job Satisf,Job Involv,Yr. since promo,No. training,WorkLifeBalance,YearsWithCurrManager,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,Education,EducationField,DistanceFromHome
200,Yes,Male,0,Single,34680,18,0,Sales Executive,1,Research & Development,3,2.0,2.0,4,0,4,3.0,0,2,0,0,3,Technical Degree,0
201,No,Female,2,Divorced,30680,19,1,Laboratory Technician,2,Research & Development,3,3.0,1.0,2,0,3,3.0,1,0,2,1,4,Technical Degree,0
202,No,Male,2,Single,26700,15,8,Manufacturing Director,2,Research & Development,3,1.0,3.0,2,0,2,3.0,7,2,1,1,3,Life Sciences,4
203,No,Male,1,Divorced,26930,17,0,Healthcare Representative,3,Research & Development,3,1.0,3.0,2,0,3,3.0,0,3,0,2,4,Medical,1
204,No,Male,1,Single,95260,15,5,Human Resources,2,Research & Development,3,1.0,3.0,2,0,2,3.0,3,0,0,0,4,Medical,3
205,No,Male,1,Single,52370,19,10,Laboratory Technician,1,Research & Development,3,4.0,4.0,2,5,3,3.0,7,1,1,0,3,Medical,5
206,Yes,Female,1,Single,24260,22,1,Manufacturing Director,2,Sales,4,3.0,4.0,1,0,3,1.0,0,0,0,0,3,Marketing,0
207,No,Male,1,Single,41930,16,6,Sales Executive,1,Research & Development,3,2.0,4.0,3,1,5,4.0,2,1,1,2,1,Life Sciences,1
208,No,Male,2,Married,29110,13,2,Human Resources,5,Research & Development,3,1.0,3.0,3,1,3,2.0,2,0,2,2,1,Medical,0
209,No,Male,2,Married,26610,14,18,Research Director,1,Research & Development,3,2.0,1.0,3,11,2,3.0,8,1,2,3,1,Life Sciences,4
210,No,Male,1,Divorced,20280,16,9,Sales Executive,1,Research & Development,3,1.0,2.0,3,7,3,3.0,7,1,0,0,2,Medical,1
212,Yes,Female,1,Married,32980,22,4,Research Director,2,Research & Development,4,4.0,3.0,2,1,4,3.0,2,0,0,4,2,Life Sciences,1
213,No,Female,1,Married,29350,14,2,Healthcare Representative,1,Sales,3,4.0,4.0,2,2,5,3.0,1,2,0,0,3,Life Sciences,4
214,No,Female,2,Married,154270,16,1,Research Scientist,1,Research & Development,3,3.0,3.0,3,0,2,3.0,0,1,1,1,3,Life Sciences,1
215,No,Female,1,Married,39440,11,6,Research Scientist,5,Research & Development,3,2.0,2.0,3,4,3,2.0,3,2,0,3,4,Technical Degree,0
216,No,Male,2,Divorced,40110,18,31,Sales Executive,1,Sales,3,4.0,3.0,1,0,2,3.0,9,2,3,0,1,Life Sciences,4
217,No,Female,1,Married,34070,15,6,Sales Executive,1,Sales,3,2.0,4.0,2,1,2,3.0,4,2,0,0,3,Marketing,0
218,No,Female,1,Married,119940,14,5,Sales Executive,4,Research & Development,3,1.0,2.0,3,1,6,4.0,4,1,0,0,4,Technical Degree,3
219,No,Female,1,Married,12320,12,1,Laboratory Technician,1,Sales,3,4.0,2.0,1,0,4,3.0,0,0,0,0,3,Medical,1
220,No,Male,2,Married,29600,14,32,Sales Executive,1,Sales,3,1.0,2.0,3,10,2,3.0,7,3,3,0,2,Marketing,0
221,No,Male,1,Married,190940,16,7,Research Scientist,1,Research & Development,3,2.0,3.0,2,0,3,3.0,6,0,0,0,3,Life Sciences,0
222,Yes,Male,1,Married,39190,21,6,Research Scientist,2,Research & Development,4,1.0,3.0,3,1,3,3.0,2,0,0,0,3,Medical,0
223,Yes,Male,1,Married,68250,14,1,Healthcare Representative,2,Research & Development,3,2.0,1.0,3,0,2,4.0,0,0,0,0,3,Other,1
224,No,Male,1,Married,102480,12,6,Research Director,4,Sales,3,2.0,4.0,3,1,4,3.0,3,1,0,0,2,Life Sciences,1
225,Yes,Female,1,Divorced,189470,12,3,Sales Representative,1,Research & Development,3,2.0,1.0,2,1,2,1.0,2,2,0,1,1,Medical,1
226,No,Female,1,Single,24960,17,3,Sales Executive,5,Research & Development,3,1.0,4.0,3,0,3,3.0,2,3,0,2,3,Life Sciences,0
227,No,Female,1,Divorced,64650,17,7,Sales Executive,2,Sales,3,1.0,4.0,3,5,3,4.0,7,0,1,2,3,Marketing,0
228,No,Male,1,Divorced,22060,14,5,Sales Representative,1,Sales,3,1.0,3.0,3,0,4,2.0,3,1,0,0,4,Medical,4
229,No,Female,1,Married,20860,14,3,Laboratory Technician,2,Sales,3,4.0,3.0,3,1,3,2.0,0,0,1,2,4,Marketing,1
230,No,Female,0,Single,22930,13,1,Sales Representative,1,Research & Development,3,4.0,2.0,1,0,3,4.0,0,2,0,0,4,Medical,3
231,No,Female,2,Married,26450,15,10,Manufacturing Director,2,Research & Development,3,3.0,4.0,3,2,5,3.0,2,0,1,0,4,Life Sciences,5
232,No,Female,2,Divorced,26830,11,1,Sales Executive,2,Research & Development,3,2.0,4.0,3,0,3,2.0,0,0,2,2,5,Technical Degree,2
233,No,Male,2,Single,20140,17,0,Human Resources,1,Human Resources,3,3.0,1.0,4,0,5,2.0,0,1,0,1,4,Medical,0
234,No,Female,2,Divorced,34190,11,8,Healthcare Representative,2,Sales,3,4.0,3.0,3,4,5,3.0,7,1,1,1,3,Medical,0
235,No,Male,2,Married,53760,13,3,Laboratory Technician,2,Research & Development,3,4.0,1.0,4,0,3,1.0,2,1,2,3,1,Medical,1
236,No,Male,2,Single,19510,22,2,Sales Executive,2,Sales,4,1.0,3.0,4,0,4,4.0,2,3,1,2,4,Marketing,5
237,No,Female,1,Divorced,23410,20,8,Laboratory Technician,1,Research & Development,4,3.0,3.0,2,0,3,3.0,6,2,0,0,4,Life Sciences,2
238,Yes,Male,1,Divorced,22930,18,4,Research Scientist,2,Sales,3,3.0,1.0,3,0,0,3.0,2,0,0,0,3,Life Sciences,5
239,No,Male,0,Single,87260,11,3,Sales Executive,3,Sales,3,3.0,3.0,1,1,2,3.0,2,1,0,0,2,Life Sciences,3
240,No,Male,2,Married,40110,14,2,Laboratory Technician,1,Research & Development,3,4.0,4.0,3,0,2,4.0,1,1,2,2,2,Life Sciences,0
241,No,Female,1,Married,195450,14,2,Laboratory Technician,2,Research & Development,3,1.0,3.0,2,2,3,3.0,2,0,0,0,2,Medical,0
242,No,Female,1,Divorced,45680,18,5,Manufacturing Director,2,Sales,3,3.0,3.0,3,1,2,3.0,2,1,0,0,4,Marketing,2
243,No,Female,1,Married,30220,16,6,Healthcare Representative,1,Research & Development,3,1.0,4.0,3,0,3,2.0,5,1,0,0,1,Life Sciences,0
244,No,Male,1,Divorced,57720,17,1,Manager,3,Research & Development,3,3.0,3.0,3,0,3,3.0,0,0,0,0,5,Technical Degree,0
245,No,Female,2,Single,22690,11,14,Manager,3,Research & Development,3,4.0,1.0,2,8,2,4.0,10,1,1,3,3,Other,4
246,No,Male,1,Married,53810,12,10,Research Scientist,1,Research & Development,3,2.0,4.0,3,8,0,2.0,8,0,1,0,5,Medical,0
247,Yes,Male,2,Married,34410,13,1,Research Director,3,Research & Development,3,1.0,1.0,3,0,5,3.0,0,1,0,1,4,Life Sciences,3
248,No,Male,1,Married,54540,13,3,Manufacturing Director,1,Research & Development,3,3.0,4.0,4,0,5,3.0,2,1,0,0,2,Life Sciences,1
249,No,Male,1,Married,98840,14,10,Manager,1,Research & Development,3,3.0,3.0,2,7,3,3.0,8,0,1,0,3,Medical,0
250,No,Female,1,Married,41570,17,6,Healthcare Representative,1,Research & Development,3,2.0,3.0,3,1,2,2.0,2,3,0,0,3,Life Sciences,0
251,No,Female,1,Single,134580,11,17,Laboratory Technician,4,Research & Development,3,2.0,4.0,3,11,3,3.0,8,0,1,0,5,Medical,2
252,No,Male,1,Divorced,90690,25,13,Laboratory Technician,2,Research & Development,4,3.0,4.0,3,4,3,1.0,7,1,1,1,3,Technical Degree,1
253,No,Female,3,Married,40140,19,9,Sales Executive,2,Research & Development,3,3.0,2.0,2,7,4,4.0,1,1,1,1,2,Life Sciences,1
254,No,Male,1,Divorced,59150,13,3,Research Scientist,2,Research & Development,3,2.0,2.0,2,0,3,3.0,2,1,1,1,3,Life Sciences,1
255,No,Male,1,Single,59930,14,4,Research Director,5,Sales,3,1.0,4.0,1,1,3,3.0,1,1,0,0,3,Marketing,1
256,Yes,Male,0,Single,61620,12,1,Sales Representative,5,Research & Development,3,4.0,3.0,2,1,2,3.0,1,3,0,0,3,Life Sciences,0
257,Yes,Female,1,Single,24060,11,10,Laboratory Technician,1,Research & Development,3,1.0,1.0,3,9,3,3.0,7,0,1,0,4,Medical,3
258,No,Male,1,Married,187400,19,1,Research Scientist,1,Research & Development,3,3.0,3.0,4,0,2,3.0,0,1,0,0,1,Medical,0
259,No,Male,1,Married,76370,11,3,Healthcare Representative,1,Research & Development,3,1.0,1.0,3,0,3,4.0,2,1,0,1,3,Life Sciences,0
260,No,Male,1,Married,100960,11,3,Manufacturing Director,2,Research & Development,3,4.0,2.0,3,1,3,3.0,2,1,0,0,3,Medical,2
261,No,Male,2,Single,147560,20,7,Research Scientist,5,Research & Development,4,4.0,4.0,2,0,3,3.0,5,1,0,0,3,Life Sciences,3
262,No,Male,1,Divorced,64990,18,10,Healthcare Representative,4,Sales,3,2.0,4.0,2,2,3,3.0,8,3,1,0,4,Life Sciences,0
263,No,Male,2,Married,97240,13,2,Sales Executive,1,Research & Development,3,2.0,2.0,4,2,2,3.0,2,0,1,1,3,Technical Degree,3
264,No,Male,1,Divorced,21940,12,6,Laboratory Technician,5,Sales,3,4.0,4.0,3,0,5,3.0,4,0,0,0,3,Technical Degree,0
265,No,Male,1,Single,33880,11,1,Manager,3,Research & Development,3,4.0,4.0,4,0,2,3.0,0,0,0,1,3,Life Sciences,3
266,No,Male,2,Married,54730,19,20,Laboratory Technician,1,Sales,3,4.0,3.0,4,3,2,3.0,8,1,2,0,3,Medical,1
267,No,Male,1,Single,27030,21,8,Healthcare Representative,1,Research & Development,4,4.0,2.0,3,7,2,4.0,7,1,0,0,1,Medical,3
268,Yes,Female,1,Single,25010,12,2,Healthcare Representative,1,Research & Development,3,1.0,3.0,1,2,3,3.0,0,0,0,4,2,Life Sciences,3
269,No,Female,2,Single,62200,14,20,Sales Representative,1,Research & Development,3,4.0,3.0,3,11,2,3.0,10,2,2,0,5,Medical,2
270,No,Male,1,Single,30380,11,10,Research Scientist,5,Research & Development,3,4.0,4.0,1,0,5,2.0,8,0,1,0,3,Life Sciences,0
271,Yes,Male,2,Married,44240,14,4,Sales Representative,4,Research & Development,3,2.0,3.0,2,1,2,3.0,3,1,1,1,2,Medical,0
272,No,Male,2,Single,43120,12,9,Sales Executive,1,Research & Development,3,2.0,4.0,2,1,2,2.0,8,1,1,0,4,Life Sciences,1
273,No,Male,1,Married,132450,23,9,Research Scientist,5,Research & Development,4,3.0,1.0,2,0,3,3.0,7,1,0,0,3,Medical,2
275,No,Female,2,Single,50210,17,7,Sales Executive,5,Research & Development,3,4.0,1.0,3,1,3,3.0,7,0,2,1,3,Medical,0
276,No,Female,2,Married,51260,18,18,Human Resources,3,Research & Development,3,4.0,1.0,3,1,2,3.0,12,0,2,2,4,Medical,0
277,No,Male,2,Married,28590,18,5,Laboratory Technician,2,Research & Development,3,3.0,3.0,3,1,2,3.0,3,1,3,1,1,Life Sciences,1
278,No,Male,2,Divorced,102390,24,21,Sales Executive,1,Sales,4,2.0,4.0,3,12,3,2.0,6,3,2,1,3,Medical,1
279,No,Female,3,Single,53290,20,2,Laboratory Technician,5,Research & Development,4,1.0,1.0,4,2,3,3.0,2,0,1,4,2,Life Sciences,1
280,No,Male,1,Divorced,43250,14,9,Manufacturing Director,2,Research & Development,3,4.0,1.0,2,1,2,2.0,7,0,0,0,1,Life Sciences,5
281,No,Male,2,Married,72600,16,22,Manufacturing Director,1,Research & Development,3,4.0,3.0,3,2,2,3.0,10,0,2,0,3,Medical,0
282,No,Male,2,Married,23220,25,2,Research Scientist,2,Sales,4,4.0,2.0,4,2,0,3.0,2,1,0,3,3,Life Sciences,1
283,Yes,Male,1,Single,20750,18,7,Research Scientist,3,Sales,3,1.0,2.0,2,3,0,3.0,7,3,1,3,4,Life Sciences,0
284,No,Female,1,Married,41520,19,8,Research Scientist,2,Research & Development,3,1.0,1.0,3,0,3,3.0,5,1,1,4,4,Technical Degree,2
285,No,Female,2,Single,96190,13,1,Manager,3,Research & Development,3,3.0,3.0,3,0,2,4.0,0,1,1,2,3,Medical,0
286,No,Male,2,Single,135030,12,5,Research Scientist,1,Research & Development,3,1.0,3.0,2,1,6,3.0,4,0,0,1,2,Life Sciences,1
287,No,Male,2,Divorced,54410,22,22,Research Scientist,1,Research & Development,4,4.0,3.0,2,11,6,2.0,13,1,2,4,3,Life Sciences,5
288,No,Male,1,Divorced,52090,14,8,Sales Executive,2,Research & Development,3,3.0,4.0,3,7,3,2.0,7,1,1,3,3,Life Sciences,1
289,No,Female,1,Single,106730,13,1,Sales Executive,1,Research & Development,3,3.0,3.0,3,0,2,3.0,0,3,0,0,2,Medical,0
290,Yes,Female,2,Divorced,50100,21,2,Sales Executive,1,Research & Development,4,3.0,3.0,3,2,3,3.0,2,3,0,3,1,Life Sciences,2
291,No,Male,2,Married,135490,11,2,Laboratory Technician,1,Research & Development,3,4.0,4.0,3,2,3,3.0,2,2,0,1,1,Life Sciences,5
292,No,Male,1,Single,49990,12,5,Healthcare Representative,2,Research & Development,3,2.0,3.0,4,4,2,3.0,3,2,1,1,5,Technical Degree,0
293,No,Male,1,Married,42210,11,4,Sales Executive,5,Sales,3,2.0,1.0,3,0,4,4.0,2,1,0,0,3,Marketing,2
294,No,Female,2,Married,138720,12,8,Healthcare Representative,4,Sales,3,3.0,2.0,2,3,3,1.0,6,3,1,4,4,Marketing,0
295,No,Male,3,Married,20420,12,10,Manager,1,Research & Development,3,3.0,4.0,3,1,6,2.0,1,0,3,3,4,Medical,0
296,No,Male,2,Single,20730,14,4,Research Scientist,2,Sales,3,4.0,4.0,3,2,3,2.0,3,0,0,0,3,Marketing,1
297,No,Female,1,Single,29560,13,7,Laboratory Technician,1,Research & Development,3,4.0,1.0,3,0,6,1.0,7,0,0,4,3,Life Sciences,2
298,No,Female,1,Divorced,29260,15,2,Manager,2,Sales,3,4.0,2.0,2,2,3,3.0,2,1,0,0,3,Marketing,4
299,No,Female,2,Single,48090,18,2,Laboratory Technician,3,Research & Development,3,4.0,4.0,3,2,2,3.0,2,0,1,1,3,Life Sciences,1
300,No,Male,1,Divorced,51630,18,1,Healthcare Representative,1,Research & Development,3,4.0,1.0,3,0,4,4.0,0,2,1,1,1,Medical,1
302,No,Male,2,Married,181720,12,1,Laboratory Technician,4,Sales,3,4.0,3.0,3,0,5,1.0,1,2,0,3,3,Medical,2
303,No,Female,1,Divorced,57440,19,0,Laboratory Technician,3,Research & Development,3,2.0,1.0,2,0,4,3.0,0,1,0,1,3,Medical,4
304,No,Male,2,Married,28890,11,34,Manager,3,Sales,3,3.0,1.0,3,1,2,4.0,16,1,3,0,5,Technical Degree,4
305,Yes,Male,1,Single,28710,17,10,Laboratory Technician,3,Research & Development,3,4.0,4.0,3,7,2,2.0,8,3,1,0,2,Medical,0
306,No,Male,1,Single,74840,15,6,Research Scientist,2,Research & Development,3,3.0,4.0,3,1,3,2.0,4,0,0,0,3,Life Sciences,1
307,No,Male,2,Single,60740,14,8,Healthcare Representative,3,Sales,3,2.0,3.0,3,3,2,3.0,1,0,0,0,3,Life Sciences,0
308,No,Female,1,Single,173280,17,2,Research Scientist,2,Research & Development,3,1.0,3.0,1,0,2,3.0,2,1,0,0,1,Life Sciences,4
310,No,Male,1,Single,45050,12,6,Research Scientist,1,Research & Development,3,4.0,4.0,3,1,3,3.0,4,0,0,0,3,Technical Degree,2
311,Yes,Male,3,Married,74280,12,5,Laboratory Technician,4,Human Resources,3,4.0,1.0,3,1,2,3.0,4,0,2,2,3,Human Resources,1
312,No,Male,1,Single,116310,18,10,Sales Executive,5,Research & Development,3,1.0,1.0,1,0,2,3.0,9,1,1,0,2,Life Sciences,1
313,No,Male,2,Married,97380,18,4,Sales Executive,5,Research & Development,3,4.0,4.0,3,1,2,3.0,2,2,0,0,4,Life Sciences,0
315,No,Male,1,Married,169590,14,8,Manufacturing Director,3,Research & Development,3,2.0,3.0,3,1,5,2.0,1,3,1,2,2,Medical,2
316,Yes,Male,1,Single,26130,19,4,Laboratory Technician,2,Research & Development,3,4.0,1.0,3,1,2,2.0,2,1,0,3,2,Life Sciences,3
317,No,Male,1,Single,61460,12,4,Manufacturing Director,2,Research & Development,3,2.0,4.0,3,1,3,3.0,3,0,1,1,4,Technical Degree,2
318,No,Female,3,Divorced,49630,15,5,Laboratory Technician,2,Research & Development,3,4.0,1.0,3,1,2,3.0,4,1,0,4,4,Medical,3
319,No,Female,1,Married,195370,12,4,Research Scientist,4,Research & Development,3,3.0,4.0,3,1,5,3.0,1,0,0,0,2,Life Sciences,2
320,No,Male,1,Divorced,61720,11,5,Manufacturing Director,2,Sales,3,4.0,1.0,3,4,1,2.0,3,0,0,0,4,Technical Degree,0
321,No,Female,2,Single,23680,11,15,Research Scientist,2,Sales,3,1.0,1.0,3,4,3,3.0,12,1,1,3,4,Life Sciences,0
322,No,Male,1,Single,103120,12,6,Sales Representative,1,Sales,3,3.0,1.0,3,1,2,3.0,3,0,0,0,3,Marketing,0
323,No,Male,1,Married,16750,16,3,Manager,3,Research & Development,3,1.0,4.0,2,0,6,2.0,2,0,0,0,4,Medical,1
324,No,Male,1,Married,25230,13,2,Laboratory Technician,1,Research & Development,3,4.0,3.0,3,0,2,3.0,2,1,0,1,3,Medical,4
325,No,Male,2,Married,65670,13,8,Manufacturing Director,2,Research & Development,3,3.0,2.0,4,3,3,3.0,7,1,0,0,4,Medical,2
326,No,Male,1,Married,47390,24,3,Healthcare Representative,3,Research & Development,4,3.0,1.0,3,1,2,3.0,2,2,0,2,3,Life Sciences,2
327,No,Male,2,Divorced,92080,15,24,Manufacturing Director,1,Research & Development,3,2.0,4.0,4,14,2,2.0,9,1,2,0,4,Medical,1
328,Yes,Female,1,Married,45590,18,0,Manufacturing Director,4,Sales,3,3.0,1.0,2,0,2,3.0,0,1,0,0,3,Medical,0
329,No,Female,1,Divorced,81890,14,1,Manufacturing Director,1,Sales,3,3.0,2.0,3,0,3,3.0,0,1,0,0,5,Marketing,0
330,No,Male,2,Married,29420,11,5,Manufacturing Director,2,Research & Development,3,4.0,3.0,2,1,1,3.0,4,1,0,4,3,Life Sciences,5
331,No,Male,2,Married,49410,11,4,Sales Executive,2,Research & Development,3,3.0,3.0,1,0,3,3.0,3,1,3,2,4,Life Sciences,1
332,Yes,Female,1,Married,106500,13,1,Research Scientist,4,Sales,3,2.0,1.0,4,0,2,3.0,0,2,0,0,4,Marketing,0
333,No,Male,1,Married,59020,12,13,Manufacturing Director,4,Research & Development,3,3.0,3.0,3,3,2,4.0,7,1,1,0,4,Life Sciences,0
334,Yes,Male,1,Single,86390,16,3,Human Resources,1,Research & Development,3,1.0,1.0,2,0,3,3.0,2,2,0,2,5,Life Sciences,4
335,No,Male,2,Married,63470,14,26,Manager,2,Research & Development,3,3.0,4.0,4,3,2,2.0,0,0,2,0,4,Other,1
336,No,Female,1,Married,42000,22,9,Sales Executive,2,Sales,4,3.0,2.0,3,0,3,3.0,5,0,1,0,3,Medical,1
337,No,Male,1,Married,34520,11,10,Research Scientist,1,Research & Development,3,3.0,3.0,2,0,3,3.0,7,0,1,0,3,Other,2
338,Yes,Female,3,Single,43170,17,31,Research Scientist,2,Research & Development,3,4.0,2.0,3,13,2,3.0,8,0,3,3,3,Other,4
339,No,Female,1,Single,26320,13,2,Research Scientist,1,Sales,3,4.0,3.0,4,2,3,3.0,2,3,0,1,4,Marketing,2
340,No,Male,2,Married,46680,18,4,Laboratory Technician,2,Sales,3,4.0,4.0,3,0,2,3.0,2,2,0,4,1,Marketing,3
341,Yes,Female,1,Single,32040,16,2,Sales Executive,2,Research & Development,3,3.0,3.0,2,2,4,2.0,1,1,0,3,4,Medical,3
342,No,Male,1,Married,27200,14,5,Healthcare Representative,2,Research & Development,3,3.0,2.0,3,0,3,3.0,4,1,0,2,3,Life Sciences,0
343,No,Male,1,Married,171810,14,14,Manufacturing Director,2,Research & Development,3,3.0,3.0,2,6,2,3.0,8,0,1,0,1,Medical,0
345,No,Male,1,Single,14830,13,0,Research Director,2,Research & Development,3,3.0,4.0,3,0,3,2.0,0,0,1,2,3,Technical Degree,1
346,No,Male,2,Single,56050,12,1,Research Director,1,Research & Development,3,2.0,3.0,3,0,2,3.0,0,2,0,0,4,Life Sciences,2
347,No,Male,2,Married,72950,15,9,Sales Representative,2,Research & Development,3,2.0,2.0,3,7,3,2.0,8,0,1,0,2,Medical,4
348,No,Male,2,Divorced,23060,19,4,Research Scientist,2,Sales,3,1.0,1.0,3,1,5,2.0,2,1,1,1,3,Medical,0
349,No,Male,1,Single,23480,14,5,Laboratory Technician,3,Research & Development,3,3.0,4.0,3,1,3,3.0,3,1,0,0,4,Life Sciences,1
350,Yes,Female,2,Married,89980,14,9,Healthcare Representative,2,Sales,3,3.0,4.0,4,7,2,4.0,7,2,0,0,2,Life Sciences,1
351,Yes,Male,3,Single,43190,11,9,Manufacturing Director,4,Human Resources,3,3.0,4.0,4,7,3,2.0,3,0,1,2,3,Technical Degree,3
352,No,Male,2,Married,61320,13,4,Healthcare Representative,2,Research & Development,3,2.0,1.0,2,1,3,3.0,0,0,2,3,2,Medical,5
353,No,Male,1,Divorced,33460,21,9,Manager,2,Sales,4,3.0,4.0,2,0,2,3.0,8,1,0,0,4,Medical,0
354,No,Male,1,Single,108550,13,8,Research Director,1,Research & Development,3,3.0,3.0,3,1,2,4.0,6,1,1,1,3,Medical,0
355,No,Female,1,Married,22310,12,8,Sales Executive,1,Sales,3,2.0,2.0,2,7,3,3.0,5,0,0,0,2,Technical Degree,0
356,No,Male,1,Married,23230,17,3,Research Scientist,4,Sales,3,3.0,4.0,3,0,2,1.0,2,0,0,0,5,Life Sciences,0
357,Yes,Female,1,Married,20240,23,8,Sales Executive,1,Research & Development,4,3.0,3.0,3,1,2,3.0,7,0,0,0,4,Other,4
358,No,Female,1,Married,27130,11,0,Sales Executive,1,Sales,3,4.0,4.0,3,0,2,2.0,0,0,0,0,3,Technical Degree,0
359,No,Male,2,Married,94390,15,20,Research Scientist,3,Sales,3,1.0,3.0,3,4,0,2.0,17,3,2,1,3,Medical,3
360,No,Female,2,Single,25660,11,5,Sales Executive,1,Sales,3,4.0,2.0,3,2,3,2.0,3,1,1,4,5,Medical,4
361,No,Male,1,Single,199260,11,4,Laboratory Technician,1,Research & Development,3,1.0,1.0,4,0,5,2.0,1,3,0,3,3,Medical,3
362,No,Male,1,Divorced,24510,13,9,Laboratory Technician,3,Research & Development,3,1.0,1.0,2,0,3,3.0,8,1,0,0,4,Life Sciences,1
363,No,Female,1,Single,94190,24,6,Manager,2,Sales,4,3.0,1.0,2,1,5,2.0,1,1,0,0,4,Medical,1
364,No,Male,1,Married,86860,13,18,Manager,3,Sales,3,2.0,4.0,3,4,2,2.0,11,0,1,0,4,Marketing,2
365,No,Female,1,Divorced,30380,20,5,Sales Executive,4,Research & Development,4,2.0,4.0,3,0,3,2.0,3,0,0,1,4,Medical,0
366,No,Male,1,Divorced,30580,14,5,Sales Representative,5,Research & Development,3,2.0,4.0,3,0,2,2.0,3,1,1,4,5,Medical,0
367,No,Male,2,Married,23250,18,5,Sales Executive,4,Sales,3,1.0,4.0,4,0,1,3.0,4,1,3,3,3,Marketing,1
368,No,Male,2,Divorced,20880,15,5,Healthcare Representative,2,Research & Development,3,4.0,1.0,3,0,2,3.0,2,3,1,2,5,Technical Degree,0
369,No,Female,1,Married,30720,12,5,Human Resources,1,Sales,3,3.0,3.0,1,1,4,2.0,3,0,0,2,3,Marketing,2
370,No,Male,2,Married,50060,16,9,Laboratory Technician,2,Research & Development,3,3.0,4.0,3,0,2,3.0,0,1,3,1,1,Life Sciences,0
371,No,Female,1,Divorced,42570,15,1,Laboratory Technician,4,Sales,3,4.0,3.0,3,0,2,3.0,0,0,0,2,2,Life Sciences,4
372,No,Female,1,Divorced,25000,16,5,Healthcare Representative,1,Research & Development,3,2.0,4.0,3,0,3,3.0,4,2,0,0,4,Life Sciences,4
373,No,Male,1,Married,11020,19,2,Sales Representative,1,Research & Development,3,4.0,4.0,2,2,3,1.0,2,0,0,3,2,Life Sciences,0
374,No,Female,2,Married,104530,11,3,Laboratory Technician,1,Research & Development,3,1.0,4.0,3,0,2,2.0,2,1,1,1,3,Medical,4
375,No,Female,2,Single,22880,16,2,Laboratory Technician,2,Sales,3,2.0,4.0,2,2,4,3.0,2,1,0,2,4,Life Sciences,2
376,No,Male,1,Married,39290,24,5,Research Scientist,2,Research & Development,4,1.0,1.0,2,0,6,3.0,3,0,0,0,3,Other,2
377,No,Female,1,Married,23110,11,5,Laboratory Technician,1,Sales,3,3.0,1.0,3,0,2,3.0,3,1,0,0,3,Life Sciences,2
378,No,Female,1,Married,31400,13,17,Healthcare Representative,1,Research & Development,3,4.0,3.0,2,5,2,3.0,15,1,1,0,2,Life Sciences,1
379,Yes,Female,1,Divorced,36900,13,10,Laboratory Technician,1,Sales,3,4.0,2.0,4,7,2,2.0,8,1,1,0,2,Marketing,1
380,No,Male,1,Divorced,44500,13,3,Sales Executive,1,Research & Development,3,4.0,4.0,3,0,3,3.0,2,0,0,0,3,Life Sciences,4
381,No,Female,1,Married,27560,12,5,Research Scientist,4,Sales,3,3.0,1.0,3,0,2,4.0,3,2,0,0,3,Marketing,1
382,No,Female,2,Married,190330,18,4,Sales Representative,2,Sales,3,3.0,1.0,3,0,5,3.0,2,1,0,1,3,Technical Degree,1
383,No,Male,1,Married,187220,22,5,Healthcare Representative,2,Research & Development,4,1.0,4.0,3,3,3,2.0,4,1,0,0,5,Technical Degree,0
384,No,Male,1,Married,95470,13,10,Research Scientist,1,Research & Development,3,2.0,2.0,2,5,3,3.0,3,1,1,0,5,Medical,2
385,No,Male,2,Married,137340,13,2,Sales Executive,1,Sales,3,2.0,2.0,4,1,3,3.0,2,0,0,0,2,Medical,4
386,No,Female,2,Married,199990,23,5,Research Scientist,2,Research & Development,4,3.0,4.0,3,1,6,2.0,3,1,1,1,1,Technical Degree,3
387,No,Female,1,Married,22790,12,6,Sales Executive,3,Research & Development,3,4.0,4.0,3,0,3,3.0,2,1,0,1,3,Life Sciences,3
388,Yes,Male,1,Divorced,59160,12,3,Laboratory Technician,3,Sales,3,2.0,3.0,3,0,2,3.0,2,0,0,3,3,Marketing,0
389,No,Male,2,Married,20890,16,2,Sales Representative,1,Research & Development,3,1.0,4.0,2,2,2,3.0,2,0,2,2,3,Life Sciences,1
390,No,Male,1,Married,167920,12,13,Healthcare Representative,3,Research & Development,3,4.0,2.0,4,4,3,3.0,8,1,1,1,3,Life Sciences,0
391,No,Female,1,Married,35640,11,5,Human Resources,3,Research & Development,3,3.0,4.0,1,0,1,3.0,0,0,1,2,4,Life Sciences,2
392,No,Male,2,Single,44250,22,12,Sales Executive,1,Research & Development,4,4.0,4.0,4,3,2,3.0,8,1,3,3,1,Medical,0
393,No,Male,2,Married,52650,11,5,Laboratory Technician,1,Research & Development,3,4.0,4.0,3,2,4,2.0,2,1,1,2,3,Medical,0
394,No,Female,2,Married,65530,15,7,Research Director,3,Sales,3,3.0,4.0,3,7,2,3.0,7,0,0,0,4,Marketing,3
395,No,Female,1,Single,62610,12,10,Research Scientist,2,Research & Development,3,1.0,2.0,3,0,1,3.0,9,0,1,0,5,Medical,0
